Date,Tweet,Likes,Retweets
2019-10-06,"Customized horn &amp; movement sounds (coconuts being one, of course) coming to Teslas soon",41390,2244
2019-10-04,Excited about launching @NASA asteroid defense mission! #Armageddon69 https://t.co/6Hz4CKOLwU,28504,2864
2019-10-03,Rosetta by Vangelis is incredible https://t.co/MKqbsdVVsN,7490,561
2019-10-02,"Over 550,000 Tesla Smart Summon uses in first few days!",43835,1845
2019-10-01,Inside Starship cargo bay. Header tanks mounted in tip of nosecone to offset engine weight at rear. https://t.co/EJSwqMCooA,61395,5205
2019-09-28,"Rage, rage against the dying of the light https://t.co/aGRw4VowAQ",181195,23168
2019-09-27,Starship will allow us to inhabit other worlds,111905,9206
2019-09-27,Starship halves being joined https://t.co/7pdxfh8e81,147065,17347
2019-09-27,"Summon is improving rapidly 
https://t.co/khgXDRnD2Z",8831,437
2019-09-27,"Meanwhile, back in reality https://t.co/NrHHB9G81L",12231,747
2019-09-26,Three Raptors on a Starship https://t.co/UrRiD62EVk,89689,9107
2019-09-26,Tesla V10.0 just started rolling out to all US Tesla owners with FSD option &amp; “advanced download” selected in vehicle software settings,21648,1258
2019-09-26,"If advanced AI (beyond basic bots) hasn’t been applied to manipulate social media, it won’t be long before it is",64673,6541
2019-09-26,Lifting lower section of Starship https://t.co/bfW17i469a,73360,4719
2019-09-24,Some secrets are too dangerous to be free https://t.co/g547UdmiJ7,322404,50743
2019-09-23,Just leaving SpaceX Starship build site in Boca https://t.co/Bqt40mSdX4,64962,3705
2019-09-22,"Adding the rear moving fins to Starship Mk1 in Boca Chica, Texas https://t.co/HWLihqihph",35375,2683
2019-09-22,"Either way, sustainable energy wins!! https://t.co/13hB5hd2Hc",76242,6524
2019-09-19,Electric is the future! Congratulations Daimler!! https://t.co/Zg2VSj4tjO,41766,3806
2019-09-18,Told you AI was dangerous!! 🔥💣💦 https://t.co/BBTEYJP0Qz,98122,11911
2019-09-17,Area 51 of Area 51 https://t.co/Du7i92sFaO,70860,4152
2019-09-17,"Droid Junkyard, Tatooine https://t.co/yACFR9y04P",101301,7556
2019-09-15,Joe Mode is the best mode https://t.co/UyvCSTEvNp,13418,714
2019-09-15,Thanks Tesla owners. You rock!! ♥️♥️ https://t.co/ATUEfTKYQU,15575,665
2019-09-14,Good analysis. You can order commercial solar in literally 30 secs if you use Apple Pay at https://t.co/sCkn87vMa9. https://t.co/V1rNPM1Hdk,12801,990
2019-09-13,Tesla commercial solar ordering now live at https://t.co/sCkn87vMa9!,13488,908
2019-09-12,Model S at Nürburgring has 7 seats,38137,1316
2019-09-12,The only thing beyond Ludicrous is Plaid,55413,3395
2019-09-11,"Model S just set record for fastest 4 door ever at Laguna Seca, video tmrw",57854,2962
2019-09-11,DMT FTW https://t.co/DgfQ2teLG2,296308,51216
2019-09-10,Getting ready for flight of orbit-class Starship design https://t.co/CtXtq522ia,12993,921
2019-09-10,♥️♥️🇮🇸🇮🇸 Ísland 🇮🇸🇮🇸♥️♥️ https://t.co/p6eQKDlPUN,25340,1123
2019-09-09,And flights of angels sing thee to thy rest https://t.co/Vh1L7hv2dW,50234,3275
2019-09-09,Probability that we’re in base Polytopia is highly unlikely - KWM,14074,456
2019-09-09,Why aren’t more people talking about this!? https://t.co/iUFIBcDQrp,126576,12870
2019-09-07,Hadouken!! https://t.co/gN915jdvsl,243924,30102
2019-09-07,Tesla doing laps at Nerdburgering https://t.co/G7dYVS1Jpn,37109,2452
2019-09-05,Model S on Nürburgring next week,78033,5243
2019-09-05,"Um @Porsche, this word Turbo does not mean what you think it does",150243,11705
2019-09-03,"Try Tesla Insurance. Should be ~20% less than avg. Currently only in California, but expanding soon. Critical feedback much appreciated. https://t.co/L8xv8vxllj",15723,1119
2019-08-30,Haha actually true https://t.co/VNB822fpPT,303495,45640
2019-08-30,https://t.co/tndaPd6d8z https://t.co/G98dOzgWTv,47878,3856
2019-08-28,"Also, u can order online at https://t.co/46TXqRJ3C1 in 2 mins, have car delivered to ur doorstep &amp; return for full refund https://t.co/OTAPpYMdcH",12610,1032
2019-08-27,About to do next Starhopper flight test https://t.co/eeXPQPk7t6,28986,1986
2019-08-27,Dragon Crew Arm. Astronauts will walk this gantry to enter Dragon &amp; depart for the @Space_Station. https://t.co/rKkUTeHson,35518,2941
2019-08-27,Dronship with wings folded traveling through Panama Canal https://t.co/TawM5Ntj0e,21937,1140
2019-08-26,About 5 mins from flight attempt https://t.co/CWkvsqDQYE,14788,780
2019-08-26,Starhopper flight currently tracking to 5pm Texas time for 150m / ~500ft hover test,16267,1215
2019-08-24,Looks like @SpaceX Starhopper flight may be as soon as Monday. FAA support is much appreciated!,23964,1600
2019-08-24,"If you’re a utility or public utilities commission, please consider using the Tesla Megapack. Better for the environment &amp; usually lower cost than fossil fuel peaker plants! https://t.co/Ls4IfB0d6a",20597,2340
2019-08-20,"Price increase for Tesla FSD postponed until version 10 with smart summon is in wide release, which is about 4 to 8 weeks away, depending on how early access goes",11174,583
2019-08-20,Might make sense to have thousands of solar reflector satellites 🛰 to warm Mars vs artificial suns (tbd),54083,3006
2019-08-19,Cookie decorating contest with kids https://t.co/tP06cr4Af5,81821,3986
2019-08-18,"Great name! Wouldn’t worry about this particular one, but a big rock will hit Earth eventually &amp; we currently have no defense. https://t.co/XhY8uoNNax",33471,3774
2019-08-18,Tesla Solar just relaunched. Lmk what you think … https://t.co/mDoPO17YB9,41343,2849
2019-08-18,The sun is an immense thermonuclear explosion fyi,86295,7154
2019-08-17,Hashtags are an abomination,122910,9122
2019-08-16,Nuke Mars!,219210,26058
2019-08-15,Corporate Surrealism™️,29869,1931
2019-08-15,fyi https://t.co/6ZRMDvAS19,64160,7276
2019-08-15,heh heh https://t.co/UbHul2wgjM,153800,17492
2019-08-14,No but srsly don’t do it https://t.co/6kXAdGwWsC,175248,17586
2019-08-11,Try playing Powerglide in your Tesla at volume 11 https://t.co/FCDc6wYvIr,17092,1847
2019-08-11,"Watching a movie on Tesla V10.0 is great, in large part due to the sound system https://t.co/7Qh2iHEn8i",11901,616
2019-08-09,Gas cars are so last-century! https://t.co/jrfrXjbLeZ,48459,3607
2019-08-09,Tesla software V10 is lookin real good! Releasing to early access list soon …,30124,1254
2019-08-09,Thanks George! https://t.co/ccWYz9FqhH,10661,683
2019-08-07,Rocket fairing falling from space (higher res) https://t.co/sa1j10qAWi,92895,10238
2019-08-07,And @JayLeno really knows cars! https://t.co/QN3x0UzP4v,13382,1182
2019-08-07,Rocket fairing falls from space &amp; is caught by Ms Tree boat https://t.co/nJv0Ry1iKk,68811,8239
2019-08-07,Hoping to catch the fairing in a few mins https://t.co/JZSkfQnItX,18313,751
2019-08-04,"Lyft/Uber/taxi drivers are expert Tesla advocates. Thanks for your support!!
 https://t.co/coIzNY5QOO",14331,909
2019-08-04,Teletub 🐝 https://t.co/Vj4xtIyQ5S,102710,8647
2019-08-04,“am … 🐝 guity” 🧐,31260,1685
2019-08-04,"I ♥️ Top Hat 
https://t.co/IcrlCErQWW",9898,317
2019-08-04,🐝 all u can 🐝,184768,43072
2019-08-01,Fates loves irony https://t.co/T9sMcivKGK,246544,43094
2019-07-29,Tesla Megapack now available for utility-scale energy storage https://t.co/MQMgMkFfNm,15651,1664
2019-07-28,Falcon rocket reentry from space with double sonic booms https://t.co/6DDPjcOgQH,123292,21641
2019-07-28,"Now that Hopper has flown, Starship update probably in two weeks or so.",25550,1096
2019-07-28,Falcon 9 piercing the sound barrier on reentry https://t.co/pMkBaeHVqT,61742,4614
2019-07-28,Tesla owners can schedule service appointments in under a minute just using their Tesla phone app!,24185,823
2019-07-27,"Ability to stream YouTube &amp; Netflix when car is stopped coming to your Tesla soon! Has an amazingly immersive, cinematic feel due to the comfy seats &amp; surround sound audio.",107738,7951
2019-07-27,Encounter in 88 https://t.co/18ohUrtGQe,48046,3435
2019-07-26,Starhopper flight successful. Water towers *can* fly haha!!,64688,4829
2019-07-25,"Dr. Livingstone, I presume? https://t.co/aV8t3s6nIz",76885,4638
2019-07-22,https://t.co/3DGSWBfQTq,40822,2360
2019-07-22,Time to face reality https://t.co/WOzE2XwlQv,49709,4923
2019-07-22,I am become meme,343838,43335
2019-07-22,Dance Dance 🐏 https://t.co/K0M6MsySCe,125890,17959
2019-07-22,Next year’s @Hyperloop competition will be in a 10km vacuum tunnel with a curve,19292,1013
2019-07-22,https://t.co/FiJ0U2eNX5,34552,3513
2019-07-22,Woohoo 🥳 https://t.co/tZHmeBuLQ7,64073,5099
2019-07-22,New @Hyperloop top speed of 463 km/h!! https://t.co/bMKHjaam3P,15398,1164
2019-07-21,"Technically, alcohol is a solution",555514,150299
2019-07-21,Starship Super Heavy with 35 Raptors,39725,1971
2019-07-19,Made with rain ™️ https://t.co/CJJ7BYzxcj,239319,31505
2019-07-19,Tesla Service Centers &amp; Superchargers are being opened as fast as possible across Eastern Europe https://t.co/ytHC1OEXEb,12882,799
2019-07-17,Neuralink surprise twist! https://t.co/NdeFsHadm2,130350,17784
2019-07-17,♥️👽 SpaceX has Area 59 👽♥️ https://t.co/h4YUL1Xx51,312658,53573
2019-07-16,"“If you dislike change, you're going to dislike irrelevance even more.” — Gen Shinseki",87522,15457
2019-07-16,Cost of Tesla full self-driving option increasing by ~$1000 on August 16,23105,1051
2019-07-16,Presentation streaming live from https://t.co/nrsYGNF65K at 8pm Pacific,20199,2338
2019-07-14,To Infinity and Beyond! https://t.co/dgysTBqWfV,349562,54340
2019-07-11,"Motor Trend awards Tesla Model S best Car of the Year ever in their 70 year history!!
 https://t.co/TiMsQ3REvH",23386,2564
2019-07-11,"It’s Not a Flamethrower, Mr Escobar https://t.co/TXH02nixIc",38008,2512
2019-07-10,The @Space_Station is moving at ~25 times the speed of sound &amp; orbits the Earth every 90 minutes https://t.co/PxZB9p8ccT,72891,9264
2019-07-07,"Listening to Revolutions by Duncan
https://t.co/zc9BGT8bNP

Found this on a throw pillow … https://t.co/COUXCF8fG4",6143,273
2019-07-07,"Cat is out of the bag 🧙‍♂️ 
https://t.co/epUKm0a3gr",33183,3369
2019-07-06,Model X as it should be shown https://t.co/lpog2ejWQK,20979,1685
2019-07-06,What ants must feel like https://t.co/NSsBZXnEvp,96411,9561
2019-07-04,Rocket fairing returning from space https://t.co/kundXPeslm,31545,2606
2019-07-03,Reason for top rating is that active steering &amp; braking safety features of Tesla Autopilot are turned on no cost for all cars https://t.co/HBKwAEbgc9,11378,967
2019-07-02,Congratulations Tesla team &amp; thanks to all the new Tesla owners!! ♥️♥️ https://t.co/QczUAVazw5,53155,3865
2019-07-02,Meme of recursive irony https://t.co/hlrfkd9yGy,49456,4206
2019-07-01,"Yep, order online at https://t.co/46TXqRrsdr in 2 mins &amp; car delivered direct to home https://t.co/7ax8MwzBWx",24910,1577
2019-06-29,Huge thanks to all Tesla supporters around the world helping the cause. We ♥️♥️♥️ you!! https://t.co/WJqU03wrNH,38553,2029
2019-06-28,Thanks for the happy birthday wishes! ♥️♥️,221726,9679
2019-06-28,Typing Merlin literally just autocorrected me to merkin 🤣🤣,39587,1544
2019-06-25,Ms. Tree caught the Falcon fairing!!,36704,1781
2019-06-25,"♥️🚀 Apollo 11 🚀♥️
https://t.co/zJ68cEalNL https://t.co/jOemJIx87x",14723,1075
2019-06-24,Falcon Heavy on LC-39A https://t.co/FsfFa7bRRK,70799,6961
2019-06-23,https://t.co/yUUSNdWMEw,163305,17601
2019-06-23,Accelerating Starship development to build the Martian Technocracy,71243,5055
2019-06-23,"Anywhere can be paradise as long as you have the will to live.
新世紀エヴァンゲリオン https://t.co/bC2G5UYPzS",112061,20431
2019-06-20,Stonk tip of the day https://t.co/tvPodcAtkK,404283,71431
2019-06-20,Kids playing Beach Buggy in Tesla store https://t.co/palYq9rPzl,40320,1544
2019-06-19,Reminder that US federal tax drops by $1875 for any Tesla delivered after June 30. Order online at https://t.co/46TXqRrsdr.,7310,547
2019-06-19,"Starting next month, Tesla will charge $1000 for color black (same price as silver)",36869,1161
2019-06-18,Touched by an 😇 https://t.co/LqPQ5Ff0PK,202005,24989
2019-06-16,Model 3 arriving in UK https://t.co/0azvITNZTn,27739,1230
2019-06-15,Falcon Rising https://t.co/XnXlTL8lhI,45330,3862
2019-06-15,"Truth is a metaphorical concept with no footwear or clothing of anything kind. Also, baby don’t hurt me haha 
https://t.co/AKWsAqa3Ep https://t.co/bLBDQiqBTZ",25586,1609
2019-06-15,Can’t fool me it was 1669 https://t.co/WRNyfi4dXw,211893,30956
2019-06-14,"“Not only was the paint without any discernible flaw, but the various panels formed a body of precision that was beyond reproach”
https://t.co/qISnFBiW9p",12085,982
2019-06-14,US tax credit of $3750 drops in half for Tesla on July 1. Order online in a few mins at https://t.co/46TXqRrsdr. Return in 7 days for full refund.,8290,697
2019-06-13,Tesla Solar Toof Tile V3.0 starting early trials https://t.co/ueqBOovxYM,21329,2650
2019-06-12,🧲 is relativistic side effect of ⚡️,42315,3088
2019-06-12,"True, cost of operating a Tesla is much lower than other cars https://t.co/75HuaOMp8Y",22948,2356
2019-06-12,Landing in the fog https://t.co/7S0xrzivvr,12744,757
2019-06-10,💖🇳🇴 Norway 🇳🇴💖 https://t.co/Ia4qJ6AGJI,33449,2328
2019-06-07,Upcoming Falcon Heavy 🚀 &amp; 🛰 details https://t.co/ykiR8jZ7Tx,18186,1301
2019-05-31,"This is my pet bee, Eric https://t.co/pIjpXjLLEG",57644,4514
2019-05-31,New Tesla Summon will 🧨 ur 🧠,99336,5325
2019-05-31,Found an old copy of @SignalApp https://t.co/VY357uSeBk,34080,2051
2019-05-31,Model 3 Performance https://t.co/CONgjmwndY,9954,789
2019-05-25,Beautiful solar sail https://t.co/enhQ7jQoMt,55891,4885
2019-05-25,“Stop sending me this étron” - Audi https://t.co/maschsi6HB,58195,5555
2019-05-25,Great ad https://t.co/edwVp4UhPn,26581,1402
2019-05-25,💨 &amp; 🌌 https://t.co/wWl7nEh98W,144714,17235
2019-05-24,Boring Company guide to why tunnels are awesome &amp; safest place to be in an earthquake https://t.co/ZZIPQlscw1,10827,1134
2019-05-24,Racing at 127mph in a tunnel under LA https://t.co/vi4FaTiJ6K,92450,11808
2019-05-24,Launch in 3 mins https://t.co/QrA9Sufdm1,12244,720
2019-05-24,"New S &amp; X are much improved. Worth trying out. You’re on version 2, current S/X is version 4. https://t.co/tQ95zVobdW",5391,245
2019-05-24,Smart Summon coming soon! https://t.co/pxbceqqadS,26860,2832
2019-05-23,Boring Company starts digging Vegas tunnel in 2 months. Aiming to finish by end of year. https://t.co/cSSO4SrpFq,26927,1943
2019-05-22,😉,136631,13898
2019-05-19,"Tesla does not advertise or pay for endorsements. Instead, we use that money to make the product great. https://t.co/SsrfOq1Xyc",56957,5374
2019-05-18,Lots more games coming once we finish porting Unity! https://t.co/fRbk1r5YDM,103071,10351
2019-05-17,This is why we put extra filters in all Tesla cars. S &amp; X even have hospital operating room grade HEPA filters. https://t.co/RFHfS97R8N,46793,3549
2019-05-17,😐 https://t.co/n9aJXVfRtP,90728,13931
2019-05-17,And I am forever grateful https://t.co/kU1pT8t0yv,689742,122052
2019-05-16,"Starlink mission will be heaviest @SpaceX payload ever at 18.5 tons. If all goes well, each launch of 60 satellites will generate more power than Space Station &amp; deliver 1 terabit of bandwidth to Earth.",57696,6046
2019-05-13,GoT season finale leaked https://t.co/wMoLFDSsbt,65852,4283
2019-05-12,First 60 @SpaceX Starlink satellites loaded into Falcon fairing. Tight fit. https://t.co/gZq8gHg9uK,74265,9136
2019-05-11,♥️u3k https://t.co/MxoXeoJRXW,21960,1304
2019-05-10,Truth https://t.co/bTs6QMlPiz,74620,4600
2019-05-10,By Spiderwee on Artstation https://t.co/wE3HOKeZSt,70839,6571
2019-05-10,.@cgpgrey drives a Tesla across the loneliest road in America https://t.co/UAovEHY4SE,10521,705
2019-05-10,"Oh stop teasing, Jeff 😉 https://t.co/wuWPENcSE1",84894,7565
2019-05-09,Turns out there’s more ways to use Autopilot than we imagined,157183,20241
2019-05-08,"Model 3 Standard Range+ with Autopilot lease is $399/month at https://t.co/46TXqRrsdr, but lots of other EVs available: https://t.co/ePlZTmXcgG",11507,805
